robotic_arm_id,start_date,temperature,vibration,torque,pressure,volt,rotate
27,2025-10-15,48.96060921494576,45.26808137689758,61.91740522160225,27.486341548750904,215.24286878973132,1742.4690636247801
30,2025-09-14,81.63363264133537,52.528283165910096,77.4374318236359,25.220052406862386,204.16948204859193,1730.8214983047649
54,2024-07-16,96.86263287652004,51.62921266297975,73.68606739535703,29.468315902947914,206.30679060638172,1488.5201192499014
34,2025-11-01,109.75601193686684,43.66302595077433,69.31146467283602,20.06840427713731,248.02762734360283,1520.693136878603
28,2025-01-28,71.11895258154334,38.97707437719012,71.6684637202447,39.56758835293703,229.80998349767776,1733.5067991107505
73,2025-06-05,78.71085891999688,60.32299485291799,44.24089763355548,30.40658717576126,229.82869612500204,1360.245401410333
35,2023-09-06,123.64514434159568,23.0807692608046,60.631937291884135,31.442700297065,235.99384353238216,1553.6399786421775
27,2024-08-24,79.01126929023445,66.2274190860193,33.21530773654453,29.678399190734673,208.98016037377525,1592.102715958102
31,2024-06-13,84.43066019113064,49.91603282220306,42.580014675881586,32.86637553877185,210.25442646774684,1787.444092585603
13,2024-06-17,99.62358727109438,26.253198224189276,54.80828652021873,35.22342261010661,195.62256798705837,1552.8682715605453
102,2023-09-18,107.0490015746191,55.4958474652309,55.248531642217124,24.434871850649778,231.74185987733887,1680.357493771494
29,2025-03-13,72.03725457708937,54.36574985826504,53.583508961605894,37.945522006896724,217.79265263681285,1374.0168223070302
60,2023-06-09,99.89003815129306,59.21785490804896,48.83419202199346,34.60720532547651,238.03740347771975,1643.4482361000275
106,2024-01-30,84.2543826146473,49.670810502877565,76.38079477429284,24.364598019009758,217.5062304084748,1893.8041408814477
91,2025-01-03,88.81775319247998,57.130903820530996,35.65164009486471,28.553907165924304,232.27510472646634,1540.0675412100657
35,2025-05-26,70.60894117547618,52.779703212529576,79.79383096617455,35.920015624550345,226.29963903920859,1049.2827255584316
96,2023-11-21,85.30195766359597,47.63006534650161,36.06403778783665,22.906929848312082,220.44560485544093,1724.2575746528523
62,2025-12-06,65.40059209176982,58.096508482126104,36.20267106481836,29.119852587695124,209.88695453961955,1382.7856881383495
77,2024-06-08,82.08775181601433,67.50365623170742,53.99493320283084,25.343823317777044,216.43263127423455,1313.5303498532971
27,2025-12-24,77.02070657574876,58.90952748269502,50.00242986550157,31.362334065893517,231.7807851197618,1688.2087286217325
65,2024-10-27,68.84285157932541,47.55228464038494,81.6900752192377,24.568210661241306,224.34394701077122,1246.3919939161763
55,2024-02-05,74.83067096139261,63.90611327665167,79.79885614286839,23.10838061643301,231.76756274319237,1574.7041284351667
56,2025-07-04,58.20269076777122,60.07528488044628,78.11741046834092,33.31963500627085,242.16966418739673,2226.5136022110764
41,2025-03-13,74.31182135171294,47.7676299876517,60.66557571162332,32.70058997228672,234.60286783861793,1257.073709962726
65,2024-07-05,94.93789750333224,34.0616597224047,52.15820090908938,38.20157213028403,235.5956768172931,1054.9985997750614
4,2024-09-08,65.88789723988425,68.09380674036859,50.9548923119098,28.20762939023525,203.0106532497406,1847.8384330989998
12,2025-11-11,96.33282517078311,54.63422987064025,36.350818613162836,21.43653122033782,218.2123576953221,1663.100017195509
54,2023-12-10,81.65300610900437,64.25314840142343,74.32767550228493,27.691110827534356,217.26154561308618,2096.4910122721303
28,2024-08-09,56.9885101406783,40.828030919355314,57.8653553202899,19.460959335177737,222.90553558524533,819.4953470167508
102,2025-12-29,73.3686366425128,40.046207528407976,28.651591595245712,27.46101203549382,213.7810791107989,1792.4099785657877
93,2025-01-31,96.76159790840546,45.128195939609554,47.15247286605389,36.877364470143995,212.85000284058458,1292.5120545016352
30,2023-09-18,53.12446638370133,71.99237633445364,74.42327916067072,18.78059298671842,207.83850705025017,1408.2130990443152
13,2025-04-05,59.26865750506111,71.58495890494657,58.289215615042686,29.241772664974807,221.25091332427772,1667.3114003878331
75,2025-11-26,66.39118914301763,48.831312142954324,60.60527462266541,39.92858781616704,222.94645444385742,1371.1349291787726
15,2025-10-23,85.55202372199675,59.340865647793386,68.21366377896781,28.93683697781294,214.0964817955976,1478.084841506615
78,2025-03-13,80.0966175794078,28.39670270495591,57.47062700721612,36.125085439759864,214.6319513359188,1259.0095429691432
108,2025-08-11,,53.36173411632344,66.34263614957918,30.60241472738604,225.87360170368822,1699.5068012269394
110,2023-06-12,53.273980844490126,47.215719648591474,39.9034169709057,37.65003622040794,215.54766927132735,1469.5736031781396
99,2023-07-05,80.29375003783092,30.24323054832043,69.20258983510024,35.13065774699026,233.54379190386163,1204.7986613261128
46,2024-07-12,78.39647349608948,30.950210655813656,64.99259893611074,23.6494441557508,226.06135422117694,1405.495235685851
39,2023-08-30,70.50809954874964,53.095707843573095,49.53656613854993,25.221318380604803,230.6048139231283,1950.8129454137108
18,2023-08-14,95.40130766492419,45.52411052731451,45.77504549020849,33.30998026170154,202.75554664371055,1043.6344859645244
40,2023-06-30,95.71719774588705,61.43216403067222,72.75491485603203,39.616356772760426,224.55886746478276,1567.541391354045
58,2023-12-22,67.26655450145745,48.107257200391544,81.15673672296043,16.447145370133757,,1500.9457584805546
55,2024-02-05,67.66362294408691,57.64839936428995,33.53087568355717,41.15203718668328,236.6752235109525,1515.3339855380318
4,2023-12-26,76.81576187284301,61.41937933993343,55.89673496185093,27.983394858875545,205.69090871971426,1681.5719966474874
108,2024-05-14,70.09874931424456,44.66479486014355,41.3709298997129,23.31761387614126,202.79018050932902,1797.4044471460304
64,2023-12-22,80.57111609420885,44.585384189632336,52.600723672407995,30.95103087358399,207.38343064370554,1399.3148599292845
21,2025-04-23,78.6088535711014,47.5907853754436,55.74616598442907,26.27194350219469,215.05749608649194,1877.1279892371606
35,2023-12-24,104.6572261240528,50.47243679117075,45.29086543232158,30.103526874907285,223.63701553672468,946.7115552217591
42,2024-08-22,,57.04290498648212,73.94837819861824,21.562259154448117,227.77397134576995,1003.2100847548586
105,2025-08-09,78.8740223588637,47.12469437334522,66.39601622209132,30.38096195040917,221.11853801258985,1600.0253771914643
24,2024-07-11,68.39314141347937,61.373693551062374,79.53748333461981,31.139823832129682,211.65359651831673,1714.406378889039
88,2025-07-16,71.56594875952516,47.155606759782124,68.86769937128159,30.503761992643213,222.75541357184102,1416.836012851218
40,2025-05-05,62.07654012884844,31.539673941117364,66.14323764336754,33.576055090352185,247.53164173308687,1680.1468357977328
79,2025-08-24,54.93283043336157,34.95339940117106,69.83827775662029,25.851663272885723,208.38114927719968,1337.7731275124927
85,2024-11-27,60.241114499577705,46.260590194955405,47.2458215607827,31.61110470694221,233.32884765833174,1304.3977427963282
12,2025-06-20,68.83362474702051,40.26938281842765,44.69088017918664,29.794650369903128,220.98817678634123,1590.7097896162788
52,2024-05-19,87.85812937676289,67.9692499544413,85.65206541495321,43.96526447721364,191.36987351464884,1413.7147142869308
36,2023-06-10,67.37575278714588,46.31503986036886,39.39410109573388,21.950626997142216,223.87113494785854,1309.8627219095476
84,2024-05-24,60.075131179014534,41.578569609648895,46.00687604171538,36.61060185363834,186.96271617114766,2079.1704462977195
95,2025-05-29,75.1804484761409,49.66440449973285,28.22612318543046,32.46613573444008,224.37856423031997,1532.2868260962725
10,2023-06-10,62.1293841731795,44.236108990703414,57.93908938908444,39.56817087684459,216.64278300765184,1514.924395906731
29,2024-05-16,95.2714900451523,51.68907782592827,96.94205785332697,30.698821538509183,207.90919524884617,1409.476927801493
60,2024-11-24,67.40024557083542,64.56190015165728,72.06757142533431,29.50730415579189,238.35487740092594,1550.237181758985
82,2025-05-30,80.7018852118141,68.0766716102453,32.84070222223029,33.5045549720878,228.8236247054006,1172.2882443539775
88,2024-05-06,74.4581812303787,35.356489552445794,59.8682074168152,27.919893241411778,236.9412368642871,1499.661640056143
80,2024-02-07,80.68355978728559,50.60724884994168,50.249289723544564,26.366454115656637,219.85151378536474,1746.119184952892
16,2025-04-17,90.3804654299742,40.814757884004436,73.03074634933694,27.440032749030408,189.69988501179492,1593.0659937451157
55,2023-09-01,87.76281602154356,42.965346843736924,42.0982411824052,28.354576855299165,221.22710524436334,1473.868362573884
102,2025-11-03,58.55790714762667,46.71583582967008,54.31673741072099,34.08358390074373,226.39253508384417,1292.6064620898098
12,2025-06-10,94.25632570055953,29.25268689237482,50.700157058008934,34.06607072767943,228.1115747302772,faulty
100,2025-09-16,61.10293016020029,59.61741434034991,42.68449543423999,23.147763303620813,227.60897540260834,1670.5568437388722
43,2024-09-23,73.85281021031632,35.86317454141129,63.749226947243514,27.95095279999712,218.14173126109904,1569.81172360993
9,2024-08-25,79.75195170479309,41.32619019400632,42.24284607020175,41.456257312442176,213.60563395623132,1805.9837304284888
11,2025-03-07,90.37134582754449,39.63462105256326,68.75431395636691,34.38289975697246,223.78842870322612,1456.2286963471306
107,2023-07-26,91.15419743536322,41.8638129478708,74.57007176373149,38.3320860440887,224.70659824022363,1712.9791861809388
38,2024-12-23,68.96588310082716,64.62279325810348,48.88150127606605,26.074067541699982,209.62141297858224,1584.6236580592158
23,2024-12-05,54.036127463533404,50.88480084666403,77.25957341799216,36.141736206086485,192.38858932896187,1771.3253378568734
34,2025-12-28,101.2312576966726,49.64792332161647,50.57643779049114,22.8566931993019,194.49431222898363,1792.2171713044122
39,2024-01-20,69.03858238913365,51.04438446275497,65.71057260681373,35.534031935089736,210.23143270365978,1378.4555779412758
20,2025-10-02,63.6375044109056,45.9452054522642,64.03748639623032,24.332836509542695,234.55468329919108,1201.7953973569165
64,2024-03-21,89.26008956248349,50.96039100472587,64.02286408805162,17.34581927556239,222.21663066397687,1656.7909864568187
67,2023-09-08,48.07276708718757,77.09603589685781,83.88380408539463,32.5592068646134,225.71170369990156,1611.5080554776614
67,2024-12-26,75.56446808753303,49.57737661663237,73.51645366636743,37.50056324641738,202.42538442399473,1545.054845935185
72,2024-12-04,81.01695112910578,46.99320818320592,,38.722755256370306,199.85585787793894,1803.2648067192679
46,2024-07-23,84.98406257906778,68.41617599199911,53.6743478365796,30.56136984210423,223.651240406561,1224.6023241196256
8,2025-04-17,93.03537663440613,45.473722346681626,45.49731153077545,39.396873861989874,204.88230403409116,1256.3326035883294
47,2023-08-29,,28.72014851965404,50.43126850758245,30.543628761823815,219.44027530679602,1668.1457416857713
86,2025-04-13,88.67927231633595,62.42570639703517,46.02968599704069,34.80153697177714,227.20615418194964,1791.1257526116403
75,2024-02-04,78.24611298125261,63.973484647730956,24.313490191242813,32.85450663430388,224.84205297006886,1663.6392173480144
37,2025-04-17,82.75313104880034,37.70261200266826,65.26236043229764,19.060353112182582,232.9606022790004,1460.5833699460627
70,2023-08-27,83.14680034571158,35.711447532837504,69.50982742483002,27.457816956684898,217.1969962950029,1815.4646132098121
57,2025-01-10,113.44139534774645,50.74697449733232,57.95602612039339,31.20276742879008,221.4272222256444,1428.604636873463
38,2025-05-13,80.67316365447833,31.6147014942535,62.75926964720456,24.178601145488724,207.07492135609945,1860.118566435201
21,2024-07-11,76.03843334764616,31.941174016766368,88.61384862727796,,226.56066312268914,1472.121407291658
23,2024-04-29,70.27513209326452,51.04177046830672,69.14970597528597,29.08812279117137,216.91573109250177,1290.85829674522
11,2024-11-03,82.35487182782805,37.85010706410905,62.97691587618051,32.110819747514114,238.0581748638469,1494.4806739144453
91,2025-03-17,55.974079514219,51.3950344111086,50.41965606111685,33.32551512540017,250.05325356601583,1121.8680529245034
51,2025-11-22,65.90332648079605,43.50729384828183,51.86194132899058,,225.3425541072798,1469.3179386894933
69,2025-01-02,79.92769584231971,56.78585211498856,64.60021437079092,30.08846548658052,231.72660817488278,1393.8380095182283
36,2025-03-21,89.49281959744478,57.126148406983404,11.43094126357451,30.255352729106775,227.3446201424078,1329.3948842628163
108,2024-12-06,58.58712471483321,36.276458557460245,21.139058895862036,26.240867727086467,218.9652678985772,1692.2150164175448
17,2025-05-11,64.90408308159292,55.348595404468455,,12.950800888056143,199.1473480287324,1183.4690731537876
88,2025-12-01,73.07066432968375,45.35796820515242,40.198469971904956,19.130147209525635,216.0496090978096,1209.4164444486905
16,2023-10-01,65.72698816102822,61.3158283908157,89.63869851010408,27.317306656582108,223.85650849981627,1300.2947412836227
27,2024-05-25,89.96787470346811,63.496637768155196,57.62344940239236,34.625735542892734,207.13510951475712,1328.7544175095056
88,2025-04-25,56.86664065042208,38.233412136611435,80.36401700737215,26.88641579385877,192.61036928927535,1384.9930143170784
63,2025-12-26,62.259962228554905,45.64063329121302,61.71460912288095,29.48870106959102,230.84117541618554,1278.0478238649773
8,2023-12-09,71.08458764238517,68.53046219871989,61.63646097040023,40.55556004635892,226.41978148742777,1045.3824711020623
30,2024-03-27,69.76518322987681,54.05872745004845,84.6154685438477,33.24595796123385,218.49013572619387,1391.4686997549238
12,2025-09-30,94.59770063347364,43.768308005169374,54.915659875819685,25.59469231256724,211.1283305187315,1379.321599898781
24,2025-06-10,74.56007419232112,56.11708835608822,63.3595994669696,28.072356637260366,219.67226835780528,1379.7176208568785
62,2025-07-09,83.3682391263318,36.744880728443746,61.97836051450908,24.78994146815274,240.00141718463692,1392.061960949599
48,2025-06-19,87.11816056119514,63.18422730888183,63.13228216240121,27.18203222509628,225.28138933261437,1642.467496346438
15,2025-02-03,95.2643935128757,,60.59892420574334,31.993737762148292,232.25205175470103,1228.702452996839
10,2023-06-25,82.49248826370788,59.95715299477321,68.03629763011203,31.094893354196156,225.41992729211577,1561.160128576624
12,2025-02-23,90.08291146621477,42.089375711567875,25.117902532997576,25.8164593502753,213.42549863046514,1436.4015670158137
95,2025-12-03,71.8087115985334,56.291282196251245,64.65421650156154,33.918362636631514,221.36627987453298,1089.405191840659
95,2025-01-07,92.59388286024821,33.136281132764225,59.7547240867205,31.439484139997365,219.2573157541484,1522.7879998725537
93,2023-06-14,80.3653073583802,53.326707730247065,75.1577423971642,26.179825989187517,237.00862193223244,1144.570656793658
54,2024-06-11,63.42336474495153,51.73736034658303,59.04770039001586,12.437193793611812,200.3540694353476,1615.8727074326987
19,2025-12-10,107.27736136273288,53.08566786038657,46.53769893090012,24.06884246715814,219.86741655204486,1327.8832769866008
88,2024-11-01,74.22922581787637,44.68907755377923,38.20324830973303,16.339893200731723,227.2032347231854,1197.9132287274251
35,2024-10-29,80.41275720302622,67.95934206084908,81.25860625539131,29.49242621985463,214.7758635243323,1285.2318374406873
31,2024-02-26,91.76209606896865,43.52110644729009,54.12554306241448,36.742737034055786,240.59975080089737,2220.4073983543162
48,2023-06-27,91.81501314732995,50.290030690417076,74.6358101166964,28.870017310694433,238.05333553952366,1802.0744614006755
90,2025-10-08,79.09659832018511,46.21694977577212,50.37954918817084,29.505929772271422,216.55589875028159,1705.4883283625256
48,2024-04-17,63.792742658846336,36.326018616500946,70.14563569085229,34.816527074278945,217.70962601807878,1301.9257370839373
39,2025-11-06,67.10185393435157,54.84481519282383,57.917756242372526,28.78059220956752,216.48588175051955,1253.0656972972317
91,2024-04-03,97.81173429107983,30.24486318166421,55.30145276370145,25.114432488521576,214.2725458266767,1868.373716059948
84,2023-11-06,78.23529957059046,50.96706418988426,71.13180653671579,36.22765945816361,227.23935401054425,1680.0297271131767
90,2025-08-15,85.42936301091424,44.589979415065876,35.42591424526653,25.468112186683,217.2271208811046,1269.8412902152463
59,2024-12-05,82.4792045201831,37.688930707242974,46.89635496051642,40.76510124143295,236.7465329215816,1500.2118852427395
54,2025-06-01,75.97762002717765,57.61346772766867,68.95120203828745,17.626120115409954,,
15,2024-01-31,93.97772124307053,44.99929081850459,46.9719200333047,27.39012116499827,193.0801285026571,1335.9291250987612
47,2025-08-19,56.78954620305037,53.736978579442884,39.77573502562503,42.63877729592116,226.778967367179,1359.6822355743268
16,2024-04-12,71.97301645006061,42.37758130794755,70.06200948180611,33.02944154488978,214.20507123438477,1612.305687355021
17,2023-12-13,79.46386092020292,32.35728599909345,45.81899902318731,24.504236155185254,204.68808729245035,1782.0638973313617
49,2025-01-15,66.19213139594835,34.344129465871944,83.40629031168304,31.84500400188353,234.63003749577123,1581.5096778300763
106,2023-08-25,77.78376708244413,45.413876219512844,71.8409302583963,27.991152824637886,225.82534381526892,1451.3760179961223
107,2025-11-22,63.35558503484695,31.387017382952024,64.49342559506199,23.26832572802922,210.19635354766226,1426.3878824755461
64,2025-01-15,85.67198147567461,54.73652702347908,52.05312859287858,22.629611098518428,217.96726025739807,1804.9074203030218
88,2024-03-08,101.9114722297133,83.4404958571762,59.28341995715023,29.581431049879995,226.66080816549714,1160.3397965634085
36,2024-10-12,83.7846254350115,36.46249322276738,65.62814973383739,28.906847139903217,225.02601162993977,1373.9221025587685
35,2024-07-20,66.17437912551408,32.47016432785728,45.7375259400706,29.308313413288758,238.25233130797645,1006.4058901329001
99,2023-11-05,82.5770758948093,49.629475954014715,55.018160927609856,33.70780157899832,237.7151190492363,1778.8226416823131
94,2024-12-10,76.20657156413203,53.84914596203477,64.89156819836792,32.092432594771864,221.13990088017434,1444.7104007924843
109,2025-12-27,75.54539057978934,42.46944245505924,67.39524998749971,25.729471940212115,219.06037614081163,1709.0421846411123
58,2025-09-29,51.09398124802433,19.91087360480249,55.485156053088446,32.90483731552713,229.7403074155589,1757.0659714103915
49,2024-12-29,75.35400169860365,60.505910027657144,70.45959243774884,33.35069584659004,214.55297412271423,1695.7489422335673
1,2025-06-14,69.97559396320247,48.26034299028388,40.88142925131548,30.677306171685238,219.7811677972324,2178.0844479507505
76,2023-07-03,78.05546751936609,50.78205489818081,77.46088180911602,22.70328939325695,209.8108238740356,
66,2023-09-19,55.725280260871926,66.85598655037379,62.06748129147107,29.395057830564014,225.66992691945026,1661.1525491564719
100,2023-11-23,108.24159181600082,44.472240441302844,40.53987626746522,25.132380594752725,214.70256425720123,1480.0159462108775
19,2025-04-14,87.57880523522071,54.597055940489625,43.27467305015102,25.97705707677686,247.17149857796323,965.6954878088573
107,2023-12-26,78.26035573383572,39.79172654967865,81.65672477693926,37.814069604977234,216.1918521566903,1595.3880241308168
47,2025-04-16,62.77964347870367,49.12378734129019,71.01188855551715,35.34628152856652,234.331524157518,1517.9945456909445
86,2024-12-19,72.68306666559154,52.24776683157214,67.63076086003582,26.376952319301996,237.7427797056916,2057.9709685211224
45,2025-09-10,63.649083907975744,49.10863565642338,68.98934087044351,25.51145724668621,231.54200750000092,1571.4438421138393
2,2024-03-13,,50.628655068599876,68.16502372744665,34.69963645321531,226.9592475184311,1952.8015780490566
63,2025-07-10,71.38448257682293,67.81337373166,63.66758536136884,21.36942676597971,215.2612451255153,1500.8402784342597
35,2024-09-04,86.2098640419455,55.12479199059233,60.55193445119473,32.82988128396781,223.05015249544775,1473.8869881929768
15,2023-09-05,74.8079329431445,60.60617818236888,87.58935632906551,36.9923214352567,222.83153014221767,1274.433420130811
51,2023-12-26,64.29775292581327,46.884991925165636,56.65787013773393,30.195044229080146,202.04721169656094,1417.733306237466
16,2023-11-17,62.50761561448136,54.65977562953101,52.03296013314934,29.382738858386034,237.99848570331756,1217.4317993329892
69,2024-07-01,83.59631383388984,70.31327866857694,50.43768992287665,38.55376605579218,233.41864826578544,1350.272816817889
84,2024-09-27,55.409962012300284,45.33402890613863,40.29283640723594,32.15530348795305,211.82035474142535,1504.2603115189113
80,2024-01-14,87.7874649085226,36.1352186811049,32.587919962673084,23.243540147195006,232.2101820683194,1430.1927313148105
52,2023-10-14,29.417374087768913,61.014581926284535,54.541858770085874,19.683570616556988,230.90523986278296,1331.8526269581819
52,2025-09-01,47.13477218786106,50.091520194021406,72.75258205037133,26.47263025367444,196.38412584015086,1612.005198854765
43,2024-06-26,80.59950168831843,49.67000241800315,54.71965650640695,39.38169866731373,220.0115372522867,1428.8602684405348
22,2024-03-04,51.97082436248637,17.23600738359449,65.70235986896863,31.665251410335646,208.78805209182542,1542.8602450395615
77,2025-10-27,63.36230582011278,,59.882803522173525,18.34879543450111,204.9313721093198,1641.5424635805325
101,2024-02-07,55.94040969635452,42.37791503141716,64.75423491806478,30.085710332080513,230.81277749131866,1639.6654566382822
29,2025-12-28,83.67379427594489,32.531073766733286,42.57204987725384,34.52538470152344,233.24238144509658,1552.882036542906
51,2025-12-06,58.874044003781385,34.6489524511627,76.12624164162969,25.32567522193662,224.56116632759824,1401.4666702572122
8,2023-10-26,76.33359064887802,57.022140973213865,64.31254382578418,43.225337244765065,225.8701873883776,2036.5096068880162
102,2023-12-17,55.61556824083951,26.884849507610912,65.0835549379576,29.972458339020463,218.42257227026624,1508.4094738499932
69,2024-07-18,81.20499297952921,49.5209208910276,82.92905584209689,18.183673028285185,233.82619144900073,1456.5070118157137
78,2025-12-13,83.29878042652605,60.791736431630454,41.24932079571439,19.670583686576897,215.19560432525572,1591.1179251187234
109,2024-03-15,79.59268960708549,48.687369242102896,50.44933499093416,23.977166988200906,225.1761590408439,2028.4090930091425
89,2025-12-21,92.832406629314,30.874351297129444,49.87237786520382,31.26418617659288,217.54026794963676,1817.3721696946689
66,2024-08-04,78.58969217775214,62.52869346317297,84.85465124882273,26.74167476715568,214.2810387138518,1552.4869490021126
10,2024-06-03,65.12203302705653,54.824601418496535,34.12697521701575,19.922485015347984,244.61267625699745,1227.3079584043878
22,2024-02-01,66.9156217052772,46.682554095676586,98.27312000445137,25.837378223387354,214.2136506923508,1699.7521149035313
89,2025-08-24,64.08186497148616,51.71300544689103,50.90640865394128,23.52454585505408,225.07820605473518,1200.4487299982952
80,2024-10-15,86.41553577296013,37.27025695306264,,32.2605418318327,196.86028420818593,1426.6750935438577
36,2025-10-15,70.15438522241391,63.41565963973885,53.25599883421078,27.77124067347021,239.8832013151475,1456.6904996791693
7,2024-07-11,78.14849948527095,34.99720768745739,65.46377970704187,24.490874743614203,209.8114620873108,1560.908037354813
42,2025-10-16,79.02385074743654,63.82450010493224,50.73940762007769,24.429202630215737,221.98067333159838,1442.219864798114
95,2025-01-15,91.07565463838408,43.000469280813014,49.06054521579297,20.535195837164963,222.67947735594691,1387.731368836837
69,2025-10-10,71.29580525986465,,64.470481579481,31.214238056265902,213.2586918455124,1400.6907919435066
70,2024-05-28,101.43217709545651,69.79413941257006,49.146251431310674,24.012295190046114,221.80037871819442,1256.8141898202182
100,2024-02-13,86.92248233468455,54.052977839675755,62.46306914251375,24.543852140476524,211.1874554129481,1138.3503163772575
16,2024-01-20,98.08081156897589,38.52017410623432,42.99987199819057,33.78024415126041,233.33355768234847,1632.2165800667706
30,2025-11-09,83.05280140361717,35.4399900868573,67.06510981377056,18.794384168345225,216.12575551793228,1413.8803589314093
41,2024-02-06,84.32190453937642,37.48348082751809,62.53435244184049,,212.90464353338598,1453.4002624941381
13,2024-09-20,65.14518336269794,60.48967091021278,57.408651968428245,,208.48258728757096,1876.2842750842422
87,2023-12-08,100.37817478095947,65.92641087754225,51.47677965573747,39.503096308162355,236.72860277994724,2016.289673216574
55,2025-06-02,63.576573075816796,40.610336171998874,52.47969364185174,26.092167053942482,202.49108484205976,1428.3730525482417
54,2025-10-22,91.04615411507507,38.10049161846554,43.67967429572025,25.053024048840406,230.92813671774041,1126.4020727632997
75,2025-03-25,87.26037576824584,50.23069744672283,80.84886768557827,13.524073592353218,203.56633380199816,1600.1485353440773
69,2024-01-21,57.37903115322008,67.16768892871961,48.95932429987813,34.04626068243267,219.37445715094623,1244.3103458315154
55,2024-10-08,74.43247564719468,50.654043336433155,85.01626760107686,28.040617099442635,234.82700092399995,1061.998093088726
28,2025-10-24,60.72017705401248,44.23197217897245,,33.41430262570006,228.23982827065123,1668.7676976322723
64,2025-10-02,66.62919407893574,58.615435856590594,82.61891389181753,30.697568555302716,226.37467893175568,1187.2380090294191
76,2025-01-04,64.69018717904036,48.25692164558119,51.23583551956402,29.60370260434741,217.27592425798107,1736.0016763914582
22,2023-08-04,66.51606531179007,51.12201482520368,65.89764122162597,28.23449865565796,212.3062556571871,1330.90897441668
18,2024-09-24,48.510850640491334,72.66078684329177,54.7434657359927,42.50686052905053,196.29169667057693,1338.266221471968
77,2025-11-01,61.80555772612147,58.09073602395977,75.4367031953742,29.19012255428606,232.47653051254326,1236.5032256539148
24,2024-07-09,97.78508698119404,49.456433043537324,52.51383580672032,30.670224676291188,248.7614228906018,1310.0515419077383
81,2023-10-02,85.96553369059718,30.504611282792073,47.73348636993411,36.005490356400834,,1200.5947488641746
37,2025-05-31,75.26119570932825,,67.7489753164033,26.666753800713245,235.48663737390493,1128.7452139059992
102,2024-09-04,98.10546206552891,52.775153611550536,97.97947689324432,28.22863994775727,204.31416063764294,1451.4667253875168
82,2025-11-21,58.45649376898828,43.42934293841912,48.06316928743117,36.55692943072314,237.8134974206707,1815.7173568975825
44,2024-11-03,61.40491751501662,16.29879553899842,59.030407658385144,30.097303108323995,229.66179767770933,1187.973751614128
22,2025-06-17,104.39689668590388,41.815294276898776,32.36441412015989,31.020356373720073,226.80930773856377,1432.7260713597086
50,2025-12-19,42.73120484939398,51.411832686612776,68.81718436134491,29.134706808710938,229.97452179815355,1262.4277658233032
4,2024-06-13,73.65520746544819,54.8537652212629,57.1773472234306,22.398146463617934,219.44936862550352,1549.2398205647087
70,2024-04-11,66.0750833075052,27.900575719869778,61.274183148766845,22.289167799756946,231.20506151073727,1620.695390719772
89,2024-02-29,81.16673830726646,72.76578840399684,58.95183373521969,23.735402623316677,233.27490942363494,1476.0942063306106
76,2025-11-04,73.95669356666647,58.8163580098123,78.69612360620543,39.493240036689414,214.88205506424546,1322.9376011633549
50,2023-08-06,83.9974409836294,54.83678073339845,50.56564561029748,28.183251730608585,205.00879738766704,1527.1902165370925
