robotic_arm_id,start_date,temperature,vibration,torque,pressure,volt,rotate,age_days,risk,label
80,2024-10-23,68.28979218001885,61.60239223068943,83.84217042359137,29.88227939380372,224.38649320184277,1230.2843212811592,487,3.315054567335884,1
33,2023-11-18,81.72039716282869,31.1258879336003,47.35139647759139,29.042847587773096,227.1238757387825,1982.7791624407728,827,1.7441893265566144,0
65,2025-02-25,88.06346180416242,54.56015759616071,101.1185849931835,23.65575244219841,233.6591571270233,1591.973952696539,362,4.019867707766806,2
79,2025-05-22,75.55599844066273,29.5032734757525,74.81526456505787,37.42300462070877,227.42285409168807,1312.0957962738964,276,1.7871378901716182,0
27,2025-10-15,48.96060921494576,45.26808137689758,61.91740522160225,27.486341548750904,215.2428687897313,1742.46906362478,130,1.3982454117239707,0
30,2025-09-14,81.63363264133537,52.528283165910096,77.4374318236359,25.220052406862383,204.16948204859196,1730.8214983047649,161,2.834263260585542,1
54,2024-07-16,96.86263287652004,51.62921266297975,73.68606739535703,29.468315902947914,206.30679060638167,1488.5201192499014,586,3.567629514675502,1
34,2025-11-01,109.75601193686684,43.66302595077433,69.31146467283602,20.06840427713731,248.02762734360283,1520.693136878603,113,3.031545336322059,1
28,2025-01-28,71.11895258154334,38.97707437719012,71.6684637202447,39.56758835293703,229.80998349767776,1733.5067991107503,390,2.032705464141246,1
73,2025-06-05,78.71085891999688,60.32299485291799,44.24089763355548,30.40658717576126,229.82869612500204,1360.245401410333,262,2.16347249072329,1
35,2023-09-06,123.64514434159568,23.0807692608046,60.631937291884135,31.442700297065,235.99384353238216,1553.6399786421775,900,3.428312449004394,1
27,2024-08-24,79.01126929023445,66.2274190860193,33.21530773654453,29.678399190734677,208.98016037377525,1592.102715958102,547,2.5664348421478054,1
31,2024-06-13,84.43066019113064,49.91603282220306,42.58001467588159,32.86637553877185,210.25442646774684,1787.444092585603,619,2.2259615588984896,1
13,2024-06-17,99.62358727109438,26.25319822418928,54.80828652021873,35.22342261010661,195.6225679870584,1552.8682715605453,615,2.247956213739393,1
102,2023-09-18,107.0490015746191,55.4958474652309,55.24853164221712,24.434871850649778,231.74185987733887,1680.357493771494,888,3.776759895114322,1
29,2025-03-13,72.03725457708937,54.36574985826504,53.58350896160589,37.94552200689672,217.79265263681285,1374.0168223070302,346,2.0892529004914593,1
60,2023-06-09,99.89003815129306,59.21785490804896,48.83419202199346,34.60720532547651,238.03740347771972,1643.4482361000275,989,3.6194411015205534,1
106,2024-01-30,84.2543826146473,49.670810502877565,76.38079477429284,24.36459801900976,217.5062304084748,1893.804140881448,754,3.359887741783307,1
91,2025-01-03,88.81775319247998,57.130903820531,35.65164009486471,28.553907165924304,232.27510472646637,1540.0675412100657,415,2.3647687485956395,1
35,2025-05-26,70.60894117547618,52.779703212529576,79.79383096617455,35.920015624550345,226.29963903920856,1049.2827255584316,272,2.6952712927507054,1
96,2023-11-21,85.30195766359597,47.63006534650161,36.06403778783665,22.90692984831208,220.44560485544093,1724.2575746528523,824,2.2882613437679433,1
62,2025-12-06,65.40059209176982,58.0965084821261,36.20267106481836,29.119852587695124,209.88695453961955,1382.7856881383495,78,1.3638781020381388,0
77,2024-06-08,82.08775181601433,67.50365623170742,53.99493320283084,25.343823317777044,216.43263127423452,1313.5303498532971,624,3.206626799833652,1
27,2025-12-24,77.02070657574876,58.90952748269502,50.00242986550157,31.36233406589352,231.7807851197618,1688.2087286217325,60,2.0270751925453108,1
65,2024-10-27,68.84285157932541,47.55228464038494,81.6900752192377,24.568210661241302,224.3439470107712,1246.3919939161765,483,2.7010791895722908,1
55,2024-02-05,74.83067096139261,63.90611327665167,79.79885614286839,23.10838061643301,231.7675627431924,1574.7041284351667,748,3.7431303441938972,1
56,2025-07-04,58.20269076777122,60.07528488044628,78.11741046834092,33.31963500627085,242.16966418739676,2226.5136022110764,233,2.579533709268079,1
41,2025-03-13,74.31182135171294,47.7676299876517,60.66557571162332,32.70058997228672,234.60286783861795,1257.073709962726,346,2.106027111406156,1
65,2024-07-05,94.93789750333224,34.0616597224047,52.15820090908938,38.20157213028403,235.5956768172931,1054.9985997750614,597,2.1723493412688364,1
4,2024-09-08,65.88789723988425,68.09380674036859,50.9548923119098,28.20762939023525,203.0106532497406,1847.838433099,532,2.561035956168565,1
12,2025-11-11,96.33282517078312,54.63422987064025,36.35081861316284,21.43653122033782,218.2123576953221,1663.100017195509,103,2.178353949949104,1
54,2023-12-10,81.65300610900437,64.25314840142343,74.32767550228493,27.69111082753436,217.26154561308616,2096.4910122721303,805,3.8545463843956163,1
28,2024-08-09,56.9885101406783,40.828030919355314,57.8653553202899,19.460959335177737,222.90553558524533,819.4953470167508,562,1.5310818963829096,0
102,2025-12-29,73.3686366425128,40.046207528407976,28.651591595245712,27.46101203549382,213.7810791107989,1792.4099785657877,55,0.857907400411703,0
93,2025-01-31,96.76159790840546,45.128195939609554,47.15247286605389,36.877364470144,212.85000284058455,1292.5120545016352,387,2.3095499608181624,1
30,2023-09-18,53.12446638370133,71.99237633445364,74.42327916067072,18.78059298671842,207.83850705025017,1408.2130990443152,888,3.600393428198267,1
13,2025-04-05,59.26865750506111,71.58495890494657,58.289215615042686,29.241772664974807,221.2509133242777,1667.3114003878331,323,2.535074824649144,1
75,2025-11-26,66.39118914301763,48.83131214295432,60.60527462266541,39.92858781616704,222.94645444385745,1371.1349291787726,88,1.651146398688664,0
15,2025-10-23,85.55202372199675,59.340865647793386,68.21366377896781,28.93683697781294,214.0964817955976,1478.084841506615,122,2.9086052509406723,1
78,2025-03-13,80.0966175794078,28.39670270495591,57.47062700721612,36.12508543975986,214.6319513359188,1259.0095429691432,346,1.473017337598718,0
110,2023-06-12,53.273980844490126,47.215719648591474,39.9034169709057,37.65003622040794,215.54766927132732,1469.5736031781396,986,1.6746287859436588,0
99,2023-07-05,80.29375003783092,30.24323054832043,69.20258983510024,35.13065774699026,233.54379190386163,1204.7986613261128,963,2.457619418120752,1
46,2024-07-12,78.39647349608948,30.950210655813656,64.99259893611074,23.6494441557508,226.0613542211769,1405.495235685851,590,1.9296805991985528,0
39,2023-08-30,70.50809954874964,53.095707843573095,49.53656613854993,25.221318380604803,230.6048139231283,1950.8129454137108,907,2.432168284361911,1
18,2023-08-14,95.4013076649242,45.52411052731451,45.77504549020849,33.30998026170154,202.75554664371052,1043.6344859645244,923,2.7792550157465614,1
40,2023-06-30,95.71719774588703,61.43216403067222,72.75491485603203,39.616356772760426,224.5588674647828,1567.541391354045,968,4.2794499392844605,2
55,2024-02-05,67.66362294408691,57.64839936428995,33.53087568355717,41.15203718668328,236.6752235109525,1515.3339855380318,748,2.0838446628942053,1
4,2023-12-26,76.81576187284301,61.41937933993343,55.89673496185093,27.983394858875545,205.69090871971423,1681.5719966474874,789,3.0271500786381558,1
108,2024-05-14,70.09874931424456,44.66479486014355,41.3709298997129,23.31761387614126,202.79018050932905,1797.4044471460304,649,1.5796821708244657,0
64,2023-12-22,80.57111609420885,44.585384189632336,52.600723672408,30.95103087358399,207.38343064370557,1399.3148599292845,793,2.371570560583799,1
21,2025-04-23,78.6088535711014,47.5907853754436,55.74616598442907,26.27194350219469,215.05749608649197,1877.1279892371608,305,2.0392820016836586,1
35,2023-12-24,104.6572261240528,50.47243679117075,45.29086543232158,30.103526874907285,223.63701553672468,946.7115552217592,791,3.1083402183380615,1
105,2025-08-09,78.8740223588637,47.12469437334522,66.39601622209132,30.38096195040917,221.11853801258985,1600.0253771914645,197,2.2400889323624593,1
24,2024-07-11,68.39314141347937,61.37369355106237,79.53748333461981,31.13982383212968,211.65359651831676,1714.406378889039,591,3.28386648448547,1
88,2025-07-16,71.56594875952516,47.15560675978213,68.86769937128159,30.503761992643213,222.75541357184105,1416.836012851218,221,2.1202337143154875,1
40,2025-05-05,62.07654012884844,31.539673941117364,66.14323764336754,33.576055090352185,247.53164173308687,1680.1468357977328,293,1.2011802908111742,0
79,2025-08-24,54.93283043336157,34.95339940117106,69.83827775662029,25.851663272885723,208.38114927719968,1337.7731275124927,182,1.275284308745451,0
85,2024-11-27,60.241114499577705,46.260590194955405,47.2458215607827,31.61110470694221,233.3288476583317,1304.3977427963282,452,1.3270316896090284,0
12,2025-06-20,68.83362474702051,40.26938281842765,44.69088017918664,29.794650369903128,220.98817678634123,1590.7097896162788,247,1.0635104605233203,0
52,2024-05-19,87.85812937676289,67.9692499544413,85.65206541495321,43.96526447721364,191.36987351464884,1413.7147142869308,644,4.368075841929135,2
36,2023-06-10,67.37575278714588,46.31503986036886,39.39410109573388,21.950626997142216,223.8711349478585,1309.8627219095476,988,1.861874178029131,0
84,2024-05-24,60.07513117901453,41.578569609648895,46.00687604171538,36.61060185363834,186.9627161711477,2079.1704462977195,639,1.284603001007853,0
95,2025-05-29,75.1804484761409,49.66440449973285,28.22612318543046,32.46613573444008,224.37856423032,1532.2868260962723,269,1.5109896342735412,0
10,2023-06-10,62.1293841731795,44.23610899070341,57.93908938908444,39.56817087684459,216.64278300765184,1514.924395906731,988,2.1594985664960547,1
29,2024-05-16,95.2714900451523,51.68907782592827,96.94205785332696,30.698821538509183,207.90919524884615,1409.476927801493,647,4.280969549991509,2
60,2024-11-24,67.40024557083542,64.56190015165728,72.06757142533431,29.50730415579189,238.35487740092597,1550.237181758985,455,3.021510515951383,1
82,2025-05-30,80.7018852118141,68.0766716102453,32.84070222223029,33.5045549720878,228.8236247054006,1172.2882443539777,268,2.4121234207642352,1
88,2024-05-06,74.4581812303787,35.356489552445794,59.8682074168152,27.919893241411778,236.9412368642871,1499.661640056143,657,1.901051241513649,0
80,2024-02-07,80.68355978728559,50.60724884994168,50.24928972354456,26.36645411565664,219.85151378536477,1746.119184952892,746,2.4982754393225717,1
16,2025-04-17,90.3804654299742,40.81475788400444,73.03074634933694,27.440032749030408,189.6998850117949,1593.0659937451155,311,2.6459266687395115,1
55,2023-09-01,87.76281602154356,42.96534684373693,42.0982411824052,28.354576855299165,221.22710524436332,1473.868362573884,905,2.31944558986794,1
102,2025-11-03,58.55790714762667,46.71583582967008,54.31673741072099,34.08358390074373,226.39253508384417,1292.6064620898098,111,1.2091355555084327,0
100,2025-09-16,61.10293016020029,59.61741434034991,42.68449543423999,23.147763303620813,227.60897540260837,1670.5568437388722,159,1.457319341447205,0
43,2024-09-23,73.85281021031632,35.86317454141129,63.74922694724352,27.95095279999712,218.14173126109904,1569.81172360993,517,1.8795880963832468,0
9,2024-08-25,79.75195170479309,41.32619019400632,42.24284607020175,41.456257312442176,213.6056339562313,1805.9837304284888,546,1.658891541010098,0
11,2025-03-07,90.37134582754447,39.63462105256326,68.75431395636691,34.38289975697246,223.7884287032261,1456.2286963471306,352,2.5111546356198717,1
107,2023-07-26,91.15419743536322,41.8638129478708,74.57007176373149,38.3320860440887,224.70659824022363,1712.9791861809388,942,3.388280593887673,1
38,2024-12-23,68.96588310082716,64.62279325810348,48.88150127606605,26.074067541699986,209.62141297858224,1584.6236580592158,426,2.3463332616309356,1
23,2024-12-05,54.03612746353341,50.88480084666403,77.25957341799216,36.141736206086485,192.38858932896187,1771.3253378568734,444,2.3971792364063256,1
34,2025-12-28,101.2312576966726,49.64792332161647,50.57643779049114,22.8566931993019,194.49431222898363,1792.2171713044122,56,2.396147797479571,1
39,2024-01-20,69.03858238913365,51.04438446275497,65.71057260681373,35.534031935089736,210.23143270365975,1378.4555779412758,764,2.6482500283886203,1
20,2025-10-02,63.6375044109056,45.9452054522642,64.03748639623032,24.33283650954269,234.55468329919108,1201.7953973569165,143,1.6110579423046454,0
64,2024-03-21,89.26008956248349,50.96039100472587,64.02286408805162,17.34581927556239,222.21663066397687,1656.7909864568187,703,3.1399042497050877,1
67,2023-09-08,48.07276708718757,77.09603589685781,83.88380408539463,32.5592068646134,225.7117036999016,1611.5080554776614,898,4.098355558436151,2
67,2024-12-26,75.56446808753303,49.57737661663237,73.51645366636743,37.50056324641738,202.42538442399476,1545.054845935185,423,2.6785227172823083,1
46,2024-07-23,84.98406257906778,68.41617599199911,53.6743478365796,30.56136984210423,223.651240406561,1224.6023241196256,579,3.2753993521493854,1
8,2025-04-17,93.03537663440612,45.473722346681626,45.49731153077545,39.396873861989874,204.8823040340912,1256.3326035883294,311,2.085929538822712,1
86,2025-04-13,88.67927231633595,62.42570639703517,46.02968599704069,34.80153697177714,227.20615418194964,1791.1257526116403,315,2.653297005282706,1
75,2024-02-04,78.24611298125261,63.97348464773096,24.313490191242813,32.85450663430388,224.8420529700689,1663.6392173480144,749,2.655322775346817,1
37,2025-04-17,82.75313104880034,37.70261200266826,65.26236043229764,19.060353112182582,232.9606022790004,1460.5833699460627,311,2.0595692245396697,1
70,2023-08-27,83.14680034571158,35.711447532837504,69.50982742483002,27.457816956684898,217.1969962950029,1815.464613209812,910,2.718156734429748,1
57,2025-01-10,113.44139534774644,50.74697449733232,57.95602612039339,31.20276742879008,221.4272222256444,1428.604636873463,408,3.379801623937487,1
38,2025-05-13,80.67316365447833,31.6147014942535,62.75926964720456,24.178601145488724,207.07492135609945,1860.118566435201,285,1.6525610588206265,0
23,2024-04-29,70.27513209326452,51.04177046830672,69.14970597528597,29.08812279117137,216.91573109250177,1290.85829674522,664,2.6884159607887836,1
11,2024-11-03,82.35487182782805,37.85010706410905,62.97691587618051,32.110819747514114,238.0581748638469,1494.480673914445,476,2.1499579136846187,1
91,2025-03-17,55.974079514219,51.3950344111086,50.41965606111685,33.32551512540017,250.05325356601583,1121.8680529245034,342,1.5103910582778493,0
69,2025-01-02,79.92769584231971,56.78585211498856,64.60021437079092,30.08846548658052,231.7266081748828,1393.8380095182283,416,2.8232713909928613,1
36,2025-03-21,89.49281959744478,57.12614840698341,11.43094126357451,30.25535272910677,227.3446201424078,1329.3948842628165,338,2.30783052420268,1
108,2024-12-06,58.58712471483321,36.276458557460245,21.13905889586204,26.240867727086467,218.9652678985772,1692.2150164175448,443,0.6940583422984098,0
88,2025-12-01,73.07066432968375,45.35796820515242,40.19846997190496,19.130147209525635,216.0496090978096,1209.4164444486903,83,1.095392757253758,0
16,2023-10-01,65.72698816102822,61.3158283908157,89.63869851010408,27.317306656582108,223.85650849981627,1300.294741283623,875,3.788603735766597,1
27,2024-05-25,89.96787470346811,63.4966377681552,57.62344940239236,34.625735542892734,207.13510951475712,1328.7544175095056,638,3.405605233902022,1
88,2025-04-25,56.86664065042208,38.23341213661144,80.36401700737215,26.88641579385877,192.61036928927533,1384.9930143170784,303,1.8432569956856222,0
63,2025-12-26,62.259962228554905,45.64063329121302,61.71460912288095,29.48870106959102,230.84117541618556,1278.047823864977,58,1.4028624721915965,0
8,2023-12-09,71.08458764238517,68.53046219871989,61.63646097040023,40.55556004635892,226.41978148742777,1045.3824711020625,806,3.3288499463323578,1
30,2024-03-27,69.76518322987681,54.05872745004845,84.6154685438477,33.24595796123385,218.49013572619387,1391.4686997549238,697,3.290768651213673,1
12,2025-09-30,94.59770063347364,43.768308005169374,54.915659875819685,25.59469231256724,211.1283305187315,1379.321599898781,145,2.1811331354855747,1
24,2025-06-10,74.56007419232112,56.11708835608822,63.3595994669696,28.072356637260366,219.67226835780528,1379.7176208568785,257,2.4392737440222505,1
62,2025-07-09,83.3682391263318,36.74488072844375,61.97836051450908,24.78994146815274,240.0014171846369,1392.061960949599,228,1.8581932183629764,0
48,2025-06-19,87.11816056119514,63.18422730888183,63.13228216240121,27.18203222509628,225.2813893326144,1642.467496346438,248,3.0828823740631632,1
10,2023-06-25,82.49248826370788,59.95715299477321,68.03629763011203,31.09489335419616,225.41992729211577,1561.160128576624,973,3.687149696605526,1
12,2025-02-23,90.08291146621475,42.08937571156788,25.117902532997576,25.8164593502753,213.42549863046517,1436.4015670158135,364,1.750062372449158,0
95,2025-12-03,71.8087115985334,56.291282196251245,64.65421650156154,33.918362636631514,221.36627987453295,1089.405191840659,81,2.226539130852898,1
95,2025-01-07,92.5938828602482,33.136281132764225,59.7547240867205,31.439484139997365,219.2573157541484,1522.7879998725537,411,2.10690945371963,1
93,2023-06-14,80.3653073583802,53.326707730247065,75.1577423971642,26.17982598918752,237.00862193223244,1144.570656793658,984,3.5827598018762146,1
54,2024-06-11,63.42336474495153,51.73736034658303,59.04770039001586,12.437193793611812,200.3540694353476,1615.8727074326987,621,2.164626367912343,1
19,2025-12-10,107.27736136273288,53.08566786038657,46.53769893090012,24.06884246715814,219.8674165520449,1327.8832769866008,74,2.6118785232244526,1
88,2024-11-01,74.22922581787637,44.68907755377923,38.20324830973303,16.339893200731723,227.2032347231854,1197.9132287274251,478,1.4924398766874603,0
35,2024-10-29,80.41275720302622,67.95934206084908,81.25860625539131,29.49242621985463,214.7758635243323,1285.2318374406873,481,3.8495145861864892,1
31,2024-02-26,91.76209606896865,43.52110644729009,54.12554306241448,36.742737034055786,240.59975080089737,2220.407398354316,727,2.644473431833097,1
48,2023-06-27,91.81501314732996,50.29003069041708,74.6358101166964,28.870017310694436,238.0533355395237,1802.0744614006755,971,3.7761259255374746,1
90,2025-10-08,79.09659832018511,46.21694977577212,50.37954918817084,29.505929772271426,216.5558987502816,1705.4883283625256,137,1.6699624162815634,0
48,2024-04-17,63.792742658846336,36.32601861650095,70.14563569085229,34.816527074278945,217.7096260180788,1301.9257370839373,676,1.9471920951509967,0
39,2025-11-06,67.10185393435157,54.84481519282383,57.917756242372526,28.78059220956752,216.48588175051955,1253.0656972972315,108,1.852380913014676,0
91,2024-04-03,97.81173429107984,30.24486318166421,55.30145276370145,25.114432488521576,214.2725458266767,1868.373716059948,690,2.293190138910007,1
84,2023-11-06,78.23529957059046,50.96706418988426,71.13180653671579,36.22765945816361,227.23935401054425,1680.0297271131767,839,3.158695750814558,1
90,2025-08-15,85.42936301091424,44.58997941506588,35.42591424526653,25.468112186683,217.2271208811046,1269.8412902152463,191,1.5374800669300628,0
59,2024-12-05,82.4792045201831,37.688930707242974,46.89635496051642,40.76510124143295,236.7465329215816,1500.2118852427395,444,1.6328240127107045,0
15,2024-01-31,93.97772124307052,44.99929081850459,46.9719200333047,27.39012116499827,193.0801285026571,1335.9291250987612,753,2.58146087103144,1
47,2025-08-19,56.78954620305037,53.73697857944288,39.77573502562503,42.63877729592116,226.778967367179,1359.6822355743268,187,1.136479143177715,0
16,2024-04-12,71.97301645006061,42.37758130794755,70.06200948180611,33.02944154488978,214.2050712343848,1612.305687355021,681,2.437154030273904,1
17,2023-12-13,79.46386092020292,32.35728599909345,45.81899902318731,24.504236155185254,204.68808729245035,1782.0638973313617,802,1.6547772382654449,0
49,2025-01-15,66.19213139594835,34.344129465871944,83.40629031168304,31.84500400188353,234.63003749577123,1581.5096778300765,403,2.0647178298638194,1
106,2023-08-25,77.78376708244413,45.41387621951285,71.8409302583963,27.991152824637886,225.82534381526887,1451.3760179961223,912,3.0172959690057266,1
107,2025-11-22,63.35558503484695,31.387017382952024,64.49342559506199,23.26832572802922,210.19635354766223,1426.387882475546,92,0.9829510142153493,0
64,2025-01-15,85.67198147567461,54.73652702347908,52.05312859287858,22.629611098518428,217.96726025739807,1804.9074203030216,403,2.524214382995759,1
88,2024-03-08,101.9114722297133,83.4404958571762,59.28341995715023,29.581431049879995,226.66080816549717,1160.3397965634083,716,4.689466599892954,2
36,2024-10-12,83.7846254350115,36.46249322276738,65.62814973383739,28.906847139903217,225.02601162993977,1373.9221025587683,498,2.238882983976162,1
35,2024-07-20,66.17437912551408,32.47016432785728,45.7375259400706,29.30831341328876,238.25233130797645,1006.4058901329,582,1.0381637250818314,0
99,2023-11-05,82.5770758948093,49.62947595401472,55.018160927609856,33.70780157899832,237.7151190492363,1778.8226416823131,840,2.7530361428331633,1
94,2024-12-10,76.20657156413203,53.84914596203477,64.89156819836792,32.092432594771864,221.13990088017437,1444.7104007924845,439,2.6259100313563892,1
109,2025-12-27,75.54539057978934,42.46944245505924,67.39524998749971,25.729471940212115,219.06037614081163,1709.0421846411125,57,1.843996915221041,0
58,2025-09-29,51.09398124802433,19.91087360480249,55.485156053088446,32.90483731552713,229.7403074155589,1757.0659714103915,146,0.6105546815926534,0
49,2024-12-29,75.35400169860365,60.50591002765714,70.45959243774884,33.35069584659004,214.55297412271423,1695.7489422335673,420,3.0146442251968604,1
1,2025-06-14,69.97559396320247,48.26034299028388,40.88142925131548,30.67730617168524,219.7811677972324,2178.0844479507505,253,1.309124416046894,0
66,2023-09-19,55.725280260871926,66.85598655037379,62.06748129147107,29.395057830564014,225.66992691945023,1661.152549156472,887,3.023263900759084,1
100,2023-11-23,108.24159181600082,44.47224044130285,40.53987626746522,25.132380594752725,214.70256425720123,1480.0159462108777,822,2.8643336601560954,1
19,2025-04-14,87.57880523522071,54.597055940489625,43.27467305015102,25.97705707677686,247.17149857796323,965.6954878088573,314,2.223486586180737,1
107,2023-12-26,78.26035573383572,39.79172654967865,81.65672477693926,37.814069604977234,216.1918521566903,1595.3880241308168,789,2.9781814773103954,1
47,2025-04-16,62.77964347870367,49.12378734129019,71.01188855551715,35.34628152856652,234.331524157518,1517.9945456909445,312,2.090697454678232,1
86,2024-12-19,72.68306666559154,52.24776683157214,67.63076086003582,26.376952319302,237.7427797056916,2057.9709685211224,430,2.5293254990317067,1
45,2025-09-10,63.649083907975744,49.10863565642338,68.98934087044351,25.51145724668621,231.5420075000009,1571.4438421138393,165,1.908498169609513,0
63,2025-07-10,71.38448257682293,67.81337373166,63.66758536136884,21.36942676597971,215.2612451255153,1500.8402784342595,227,2.791096987412153,1
35,2024-09-04,86.2098640419455,55.12479199059233,60.55193445119473,32.82988128396781,223.05015249544772,1473.8869881929768,536,2.9438456344179,1
15,2023-09-05,74.8079329431445,60.60617818236888,87.58935632906551,36.9923214352567,222.83153014221767,1274.433420130811,901,3.997165805461055,1
51,2023-12-26,64.29775292581327,46.88499192516564,56.65787013773393,30.195044229080143,202.0472116965609,1417.733306237466,789,2.0930683689130416,1
16,2023-11-17,62.50761561448136,54.65977562953101,52.03296013314934,29.382738858386038,237.9984857033176,1217.4317993329892,828,2.2506082976101616,1
69,2024-07-01,83.59631383388984,70.31327866857694,50.43768992287665,38.55376605579218,233.41864826578544,1350.272816817889,601,3.2345512594460724,1
84,2024-09-27,55.40996201230029,45.33402890613863,40.29283640723594,32.15530348795305,211.82035474142532,1504.2603115189113,513,1.1351462484626231,0
80,2024-01-14,87.7874649085226,36.1352186811049,32.587919962673084,23.24354014719501,232.2101820683194,1430.1927313148103,770,1.8490326944998738,0
52,2023-10-14,29.417374087768916,61.014581926284535,54.541858770085874,19.683570616556988,230.90523986278296,1331.852626958182,862,2.538839040153958,1
52,2025-09-01,47.13477218786106,50.091520194021406,72.75258205037133,26.47263025367444,196.3841258401509,1612.005198854765,174,1.9602382692719962,0
43,2024-06-26,80.59950168831843,49.67000241800315,54.71965650640695,39.38169866731373,220.0115372522867,1428.8602684405348,606,2.452374842561887,1
22,2024-03-04,51.97082436248637,17.23600738359449,65.70235986896863,31.66525141033565,208.78805209182545,1542.8602450395615,720,1.4910707960690588,0
101,2024-02-07,55.94040969635452,42.37791503141716,64.75423491806478,30.085710332080517,230.81277749131863,1639.6654566382822,746,1.98374364879863,0
29,2025-12-28,83.67379427594489,32.531073766733286,42.57204987725384,34.52538470152344,233.24238144509656,1552.882036542906,56,0.9446182752652932,0
51,2025-12-06,58.874044003781385,34.6489524511627,76.12624164162969,25.32567522193662,224.56116632759824,1401.4666702572122,78,1.3477453472953986,0
8,2023-10-26,76.33359064887802,57.022140973213865,64.31254382578418,43.225337244765065,225.8701873883776,2036.509606888016,850,3.1502696731684203,1
102,2023-12-17,55.61556824083951,26.884849507610912,65.0835549379576,29.972458339020463,218.42257227026624,1508.4094738499932,798,1.550506648138728,0
69,2024-07-18,81.20499297952921,49.5209208910276,82.92905584209689,18.183673028285185,233.82619144900076,1456.5070118157137,584,3.288858300289887,1
78,2025-12-13,83.29878042652605,60.79173643163045,41.24932079571439,19.670583686576897,215.1956043252557,1591.1179251187234,71,2.039112493932431,1
109,2024-03-15,79.59268960708549,48.687369242102896,50.44933499093416,23.977166988200903,225.1761590408439,2028.4090930091425,709,2.3577555076247054,1
89,2025-12-21,92.832406629314,30.874351297129444,49.87237786520382,31.26418617659288,217.5402679496368,1817.3721696946689,63,1.3791175867207122,0
66,2024-08-04,78.58969217775214,62.52869346317297,84.85465124882273,26.74167476715568,214.2810387138518,1552.4869490021126,567,3.7714780413241646,1
10,2024-06-03,65.12203302705653,54.824601418496535,34.12697521701575,19.922485015347984,244.61267625699745,1227.3079584043878,629,1.7756450475515573,0
22,2024-02-01,66.9156217052772,46.682554095676586,98.27312000445136,25.837378223387358,214.2136506923508,1699.7521149035313,752,3.37496441511892,1
89,2025-08-24,64.08186497148616,51.71300544689103,50.90640865394128,23.52454585505408,225.0782060547352,1200.4487299982952,182,1.500168426638464,0
36,2025-10-15,70.15438522241391,63.41565963973885,53.25599883421078,27.77124067347021,239.8832013151475,1456.6904996791693,130,2.1689379072882944,1
7,2024-07-11,78.14849948527095,34.99720768745739,65.46377970704187,24.490874743614203,209.8114620873108,1560.908037354813,591,2.09925668326768,1
42,2025-10-16,79.02385074743654,63.82450010493224,50.73940762007769,24.429202630215737,221.9806733315984,1442.219864798114,129,2.3748777552227165,1
95,2025-01-15,91.07565463838408,43.00046928081301,49.06054521579297,20.535195837164963,222.6794773559469,1387.731368836837,403,2.1271047668578316,1
70,2024-05-28,101.43217709545652,69.79413941257006,49.146251431310674,24.012295190046117,221.8003787181944,1256.8141898202182,635,3.744118432305818,1
100,2024-02-13,86.92248233468455,54.05297783967576,62.46306914251375,24.543852140476524,211.1874554129481,1138.3503163772575,740,3.1836856579029797,1
16,2024-01-20,98.08081156897588,38.52017410623432,42.99987199819057,33.78024415126041,233.33355768234847,1632.2165800667706,764,2.3372274712643666,1
